event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IND102955,2021-11-17,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (India),Labor Group (India),Rioters,Police Forces of India (2014-),Civilians (India); INC: Indian National Congress,State forces,State forces-Rioters,,356,South Asia,India,Punjab,Moga,Moga,Moga,30.8138,75.1687,1,Hindustan Times,National,"On 17 November 2021, sanitation workers staged a demonstration and attacked an INC member, in Moga (Moga district, Punjab), demanding better wages and working conditions. Police used force and cane charged at the demonstrators.",0,crowd size=no report,1637706302
NIR1677,2021-01-19,2021,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,Rebel group,Civilians (Niger),,Civilians,Rebel group-Civilians,,562,Western Africa,Niger,Tillaberi,Torodi,Torodi,Tepadje,13.0935,1.4795,1,Signal,New media,"Property destruction: On 19 January 2021, presumed JNIM militants burned a school in the village of Tepadje (Torodi, Tillaberi).",0,,1622068036
CDI2875,2023-09-11,2023,1,Political violence,Riots,Mob violence,Rioters (Ivory Coast),Students (Ivory Coast),Rioters,Rioters (Ivory Coast),Students (Ivory Coast),Rioters,Rioters-Rioters,,384,Western Africa,Ivory Coast,Abidjan,Abidjan,Abidjian,Abidjan,5.3411,-4.0281,1,Koaci News,National,"On 11 September 2023, students from Mermoz University clashed with machetes in Mermoz neighborhood of Abidjan (Abidjian, Abidjan, Abidjan) ahead of the next congress of students and the succession of the FESCI General Secretary. Casualties unknown.",0,crowd size=no report,1695050130
UKR134505,2023-11-03,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Orikhiv,47.5673,35.7858,1,Suspilne Media,National,"On 3 November 2023, Russian forces shelled Orikhiv settlement (Zaporizhia region), with artillery. Casualties unknown",0,,1715131289
UKR191265,2024-10-29,2024,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Bohuslavka,49.4739,37.6837,2,Ministry of Defence of Ukraine,Other,"On 29 October 2024, Russian Forces launched assault actions on Ukrainian positions in the area of Bohuslavka, Kharkiv. Casualties unknown.",0,,1730855117
IND84319,2020-11-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); KMSC: Farm Laborer Struggle Committee; Labor Group (India),Protesters,,,,Protesters only,,356,South Asia,India,Punjab,Ferozepore,Firozpur,Ferozepur,30.9257,74.6131,1,Pioneer (India),National,"On 14 November 2020, labourers and farmers under the KMSC staged a protest and burned an effigy of PM Modi in Ferozepur city (Punjab), against recently passed farm laws.",0,crowd size=no report,1687286172
PAK59239,2020-06-25,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Pakistan),Labor Group (Pakistan),Rioters,,,,Rioters only,,586,South Asia,Pakistan,Balochistan,Killa Abdullah,Chaman,Chaman,30.8944,66.4681,1,Right Vision News,National,"On 25 June 2020, All Parties and Traders Alliance demonstrated and blocked a road with barricades in Chaman city (Killa Abdullah, Balochistan) against the closure of the Chaman border and matters related to Afghan Transit Trade during the coronavirus pandemic.",0,crowd size=no report,1595968338
NIG35936,2024-04-06,2024,1,Political violence,Violence against civilians,Attack,Unidentified Cult Militia (Nigeria),,Political militia,Civilians (Nigeria),,Civilians,Political militia-Civilians,Civilian targeting,566,Western Africa,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.7774,7.0134,1,Daily Independent (Nigeria); Nigeria Punch,National,"On 6 April 2024, a suspected unidentified cult militia killed a former member of a local defense militia at D-Line, Port Harcourt (Port Harcourt, Rivers). The victim was sacked from the defense militia over claims that he was involved in criminal and cult related activities, the reason for the attack is unknown.",1,,1725317859
TTQ2474,2023-10-24,2023,1,Political violence,Battles,Armed clash,Police Forces of Trinidad and Tobago (2015-),,State forces,Unidentified Armed Group (Trinidad and Tobago),,Political militia,State forces-Political militia,,780,Caribbean,Trinidad and Tobago,Couva-Tabaquite-Talparo,,,Freeport,10.4582,-61.4156,1,Loop News Trinidad and Tobago; Trinidad and Tobago Guardian,National,"On 24 October 2023, in Freeport, Couva-Tabaquite-Talparo, police forces in a patrol clashed with an armed man. According to the officers, when they asked the occupants of a vehicle stop the march, the driver exited and opened fire on them, leading to a clash, as they returned fire. The shooter escaped through a bushy area. 600 rounds of ammunition were seized from the vehicle and a woman who travelled inside was arrested. Casualties unknown.",0,,1698684042
UKR77220,2022-10-15,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Novoiehorivka,49.3349,37.9353,2,Ministry of Defence of Ukraine,Other,"On 15 October 2022, Russian forces shelled near Novoiehorivka, Luhansk. Casualties unknown.",0,,1666712172
KEN5073,2016-05-23,2016,1,Demonstrations,Riots,Violent demonstration,Rioters (Kenya),,Rioters,Police Forces of Kenya (2013-2022),,State forces,State forces-Rioters,,404,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.7384,1,AFP,International,Police clash with electoral commission protesters in Kakamega on 23/05. Injuries not known.,0,,1679360212
PSE1369,2018-01-09,2018,1,Demonstrations,Riots,Violent demonstration,Military Forces of Israel (2009-2021),,External/Other forces,Rioters (Palestine),,Rioters,Rioters-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3502,34.3081,2,Ma'an News Agency; Press TV,National-Regional,"A Palestinian young man was injured when Israeli forces fired live bullets at him, during clashes that broke out near the Gaza-Israel border fence to the east of Khan Younes. Palestinians marched near the Israel-Gaza border east of the southern Gaza Strip city of Khan Yunis as they demonstrate against calls for the closure of UNRWA by the Israeli prime minister and cuts in Palestinian aid by the American president on January 9, 2018.",0,,1699319483
VEN12599,2022-08-02,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),Protesters,,,,Protesters only,,862,South America,Venezuela,Guarico,Pedro Zaraza,,Zaraza,9.3503,-65.3245,1,El Impulso,National,"On 2 August 2022, in Zaraza (Guarico), a large group of teachers staged a protest to demand the payment of their vacation bonuses and to repeal of the National Budget Office. There were protests in several parishes around the Guarico state.",0,crowd size=large,1659970519
IRN19383,2022-07-06,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Kerman,Kerman,Central,Kerman,30.2832,57.0788,1,Human Rights Activists in Iran (HRA); Eteraze Bazar; Free Union of Iranian Workers; Iran Kargar,Local partner-Other,"On 6 July 2022, retirees protested in front of the Social Security office in Kerman city (Kerman) demanding that pension payments be increased more than 10% due to inflation and further demanded that their poor living conditions be addressed.",0,crowd size=no report,1669674890
UKR106985,2023-06-07,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Volfyne,51.243,34.4629,1,Ministry of Defence of Ukraine,Other,"On 7 June 2023, Russian forces shelled Volfyne, Sumy region, with artillery and mortars. Casualties unknown.",0,,1730240839
LBN2828,2019-12-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Lebanon),,Protesters,,,,Protesters only,,422,Middle East,Lebanon,Akkar,Akkar,,El Mhammara,34.5044,35.9708,2,An-Nahar,National,"On 4 December 2019, On day 49 of the anti-government demonstrations demonstrators blocked the Mahmara bridge.",0,crowd size=no report,1649356300
PAK44976,2018-10-20,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PAT: Pakistan Awami Tehreek; JSM-R: Jeay Sindh Mahaz-Riaz; PPP: Pakistan Peoples Party; Women (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Badin,Badin,Badin,24.6566,68.8386,1,Nation (Pakistan); Dawn (Pakistan),National,"On 20 October 2018, hundreds of PAT leaders and workers, including the women's wing, staged a hunger strike in Badin town (Sindh) against the construction of dams on the Indus River and the issuance of CNICs to aliens. They were joined by PPP and JSM-R leaders.",0,,1650490649
GUI530,2011-08-25,2011,1,Political violence,Violence against civilians,Attack,Pirates (Guinea),,Political militia,Civilians (International),,Civilians,Political militia-Civilians,Civilian targeting,324,Western Africa,Guinea,Conakry,Conakry,Matoto,Conakry,9.642,-13.5615,1,All Africa,Regional,Suspected Guinean pirates attack a foreign ships several nautical miles off the coast of Conakry.,0,,1700525796
SOM7379,2011-06-08,2011,1,Political violence,Violence against civilians,Attack,Al Shabaab,,Rebel group,Civilians (Somalia),,Civilians,Rebel group-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Heliwa,2.0844,45.39,1,Undisclosed Source,Local partner-Other,The bodies of three young men were found close to Dabaqeynqa Mosque in Heliwa District. Local residents believe that the men had been killed by AS.,3,,1618572297
PER824,2020-02-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Peru),,Protesters,,,,Protesters only,,604,South America,Peru,Cusco,Espinar,Pallpata,Pallpata,-14.8823,-71.2134,1,La Republica (Peru),National,"On 3 February 2020, in Pallpata, Cusco, hundreds of citizens of Pallapata, Condoroma, Ocoruro, Alto Pichigua and Pichigua blocked the streets in the surroundings of the Pallpata roundabout, blocking the route that connects Cusco with Arequipa, which the mining companies use to transport material towards the south coast. They demanded the annulment of the resolution 00196-2019 of 17 December, that allowed the mining project of Antapaccay to expand to Tinataya and Coroccohuayco.",0,crowd size=hundreds,1582840321
IRL689,2022-07-30,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Ireland),Government of Ireland (2020-); Labour Party (Ireland); SF: Sinn Fein,Protesters,,,,Protesters only,,372,Europe,Ireland,Louth,Drogheda,,Drogheda,53.7149,-6.3524,2,Irish Independent,National,"On 30 July 2022, an unknown number of protesters took part in a protest march along the Boyne from Navan to Drogheda [coded to Drogheda], against Meath County Council's decision to grant permission to Dawn Meats to install a pipe discharging 400,000 liters of wastewater into the river which runs through a National Heritage Site. Labour TD Ged Nash and Sinn Fein TD Darren O'Rourke joined halfway through the journey to show support.",0,crowd size=no report,1728421372
KEN8539,2022-04-17,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kenya),UDA: United Democratic Alliance; Women (Kenya),Protesters,,,,Protesters only,,404,Eastern Africa,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.0167,37.0667,1,Citizen (Kenya),National,"On 17 April 2022, a section of residents and supporters of UDA woman representative aspirant protested by carrying placards and blocking (through unspecified means) some sections of the roads in Nanyuki town (Laikipia East, Laikipia) against the nomination results of the woman representative seat position, alleging they had been rigged. The group demanded the Deputy President, Dr. William Ruto, to step in.",0,crowd size=no report,1650911283
PER4622,2022-05-17,2022,1,Political violence,Riots,Mob violence,Rioters (Peru),Government of Peru (2021-2022),Rioters,Rioters (Peru),,Rioters,Rioters-Rioters,,604,South America,Peru,Lima,Lima,Ate,Lima - Ate,-12.0103,-76.87,1,La Republica (Peru),National,"On 17 May 2022, in Lima - Ate (Lima), municipality workers attacked a transportation driver who resisted having his vehicle seized. Residents and pedestrians intervened to protect the driver, and they threw a brick at them. They complained about the authority abuse they had presented.",0,crowd size=no report,1670885783
SUD28651,2024-07-01,2024,1,Strategic developments,Strategic developments,Other,Civilians (Sudan),Refugees/IDPs (Sudan),Civilians,,,,Civilians only,,729,Northern Africa,Sudan,Sennar,Ad Dali,,Ad Dali,12.8655,33.4128,2,IOM,Other,"Displacement: On 1 July 2024, an unspecified number of residents were displaced from Ad Dali locality (location coded to Ad Dali, Ad Dali, Sennar) due to clashes in Sennar state (coded separately).",0,,1720482005
COL9468,2021-12-14,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),Protesters,,,,Protesters only,,170,South America,Colombia,Magdalena,Santa Marta,,Santa Marta,11.2294,-74.1909,2,Diario La Libertad,National,"Around 14 December 2021 (as reported), in the rural area of Santa Marta (Magdalena), cab drivers protested against the presence of a speed radar in the area of Pozos Colorados. The protesters claimed that in this area the presence of these devices is illegal and demanded more transparency in the application of fines to drivers who circulate above the speed limit.",0,crowd size=no report,1641855744
UKR192817,2024-11-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Myrivska,Myrove,47.7697,34.7311,2,Ministry of Defence of Russia,National,"On 8 November 2024, Russian forces dropped drone-borne explosives and shelled Myrivska community (coded to Myrove, Dnipropetrovsk) with MLRS. Objects of civilian infrastructure were damaged. No casualties.",0,,1731445634
YEM9495,2018-03-09,2018,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2017-) Houthi,,State forces,Military Forces of Yemen (2012-2022) Hadi,,State forces,State forces-State forces,,887,Middle East,Yemen,Taizz,Al Mukha,,Khalid Ibn al Waleed Military Camp,13.3657,43.5898,2,Yemen Data Project; Yemen News Agency SABA,Local partner-National,It was reported that a pro Hadi soldier was shot dead to the south of Khalid Military Camp in Taizz on March 9.,1,,1690843455
POR1533,2023-03-30,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Portugal),Labor Group (Portugal),Protesters,,,,Protesters only,,620,Europe,Portugal,Faro,Faro,,Faro,37.0132,-7.9328,1,RTP,National,"On 30 March 2023, local accommodation owners held a protest in Faro (Faro) against the measures approved by the Government of the Mais Habitacao program, a package of measures that has an estimated cost of 900 million euros and aims to respond to the housing crisis.",0,crowd size=no report,1729023760
BHR11195,2023-08-11,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bahrain),February 14 Youth Coalition,Rioters,,,,Rioters only,,48,Middle East,Bahrain,Capital,,,Sanabis,26.2259,50.5452,1,14 February Revolution Youth Coalition; Al Wafa; Bahrain Alyoum,Other-National,"On 11 August 2023, demonstrators, including February 14 Youth Coalition, cut the road with burning tires in Sanabis (Capital) in solidarity with political prisoners on hunger strike since 7 August 2023.",0,crowd size=no report,1723505816
PAR3079,2022-02-08,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Paraguay),OTEP-SN: Organization of Education Workers of Paraguay National Union; Teachers (Paraguay),Protesters,,,,Protesters only,,600,South America,Paraguay,Asuncion,La Recoleta,,Asuncion,-25.2898,-57.5896,1,La Nacion (Paraguay),National,"On 8 February 2022, in Asuncion (Asuncion), members of the Organization of Education Workers of Paraguay National Union (OTEP-SN) protested in front of the headquarters of the Superior Court of Electoral Justice (TSJE) to report irregularities in the union's elections. The group claimed that the union's leaders elected the delegates before the Independent Electoral Tribunal was installed.",0,crowd size=no report,1715049551
IND8162,2016-09-08,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (India),AAP: Aam Aadmi Party,Protesters,,,,Protesters only,,356,South Asia,India,Punjab,SAS Nagar,Mohali,Mohali,30.6799,76.7221,1,Times of India,National,Aadmi party (AAP) volunteers held a protest on Thursday outside SSP office in district administrative complex in Sector 76 in Mohali alleging delay in police action in connection with an attack on family members of Jagdeep Singh.,0,,1651165020
BFO10174,2023-06-15,2023,2,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,Rebel group,Civilians (Burkina Faso),,Civilians,Rebel group-Civilians,Civilian targeting,854,Western Africa,Burkina Faso,Sahel,Yagha,Sebba,Sebba,13.4417,0.5264,2,Whatsapp,New media,"Around 15 June 2023, 3 lifeless bodies were discovered between Sebba (Sebba, Yagha) and Solhan (Solhan, Yagha). They were probably killed by presumed JNIM militants.",1,,1688417501
PSE24991,2018-01-03,2018,1,Strategic developments,Strategic developments,Other,Military Forces of Israel (2009-2021),,External/Other forces,Civilians (Palestine),Farmers (Palestine),Civilians,External/Other forces-Civilians,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Maghazi,31.4214,34.3865,2,PLO Negotiations Affairs Department,Other,"Other: On 3 January 2018, Israeli forces opened fire towards Palestinian agricultural lands east of Maghazi (Deir El Balah). There were no casualties. *These shots are considered to be warning shots to keep Palestinians away from the border fence, that are not directly targeted at them.",0,,1698715398
NIG13301,2018-11-04,2018,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),Identity militia,Civilians (Nigeria),,Civilians,Identity militia-Civilians,Civilian targeting,566,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,3,Daily Independent (Nigeria),National,"04 November. Fulani attacked the convoy of the Chief of the Udegye chiefdom, Alhaji Bala Usman while he was traveling in Nasarawa.",0,local administrators,1712095448
SYR72115,2019-02-19,2019,3,Political violence,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,State forces,Civilians (Syria),Prisoners (Syria),Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Rural Damascus,At Tall,At Tall,Sidnaya Military Prison,33.6653,36.329,3,SNHR,Local partner-Other,"As reported on February 19, 2019, 2 males from Ar-Rastan died as a result of torture in an unidentified regime prison.",2,,1720478392
SYR14966,2017-10-25,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Aleppo,Ain Al Arab,Lower Shyookh,Ashmah,36.8761,38.1074,1,SOHR,Other,Areas of Kusik and Ashmah villages in the countryside of Ain Al Arab were targeted with medium and heavy machine gun artillery as Turkish forces targeted YPG-held areas. The shooting caused material damage. No fatalities reported.,0,,1720478203
COL11810,2022-07-19,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,Political militia,Civilians (Colombia),Women (Colombia); Unidentified Communal Group (Colombia); Afro-Colombian Ethnic Group (Colombia),Civilians,Political militia-Civilians,Civilian targeting,170,South America,Colombia,Narino,Tumaco,,Tumaco,1.8071,-78.7639,1,INDEPAZ,Other,"On 19 July 2022, in Tumaco (Narino), an Afro-Colombian woman, who was also a social leader, was shot and killed by unknown perpetrators inside her house in Los Angeles neighborhood. The motive of the attack is unknown but there is presence of armed groups in the area. 1 fatality.",1,women targeted: activists/human rights defenders/social leaders,1658775901
NOR1289,2023-10-13,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Norway),NSR-N: Youth Committee of the Norwegian Sami Association; Sami Indigenous Group (Norway); NU: Nature and Youth Norway,Protesters,,,,Protesters only,,578,Europe,Norway,Oslo,Oslo,,Oslo,59.911,10.7531,1,Vart Land,National,"On 13 October 2023, people demonstrated outside of the Royal Palace in Oslo to oppose the continued operation of wind power mills in the Fosen district, despite a Supreme Court ruling that the license was invalid. Activists from the Youth Committee of the Norwegian Sami Association (NSR-N) and the Nature and Youth Norway (NU) took part in the event.",0,crowd size=no report,1697557201
YEM34153,2015-04-23,2015,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,State forces-External/Other forces,,887,Middle East,Yemen,Ad Dali,Qaatabah,,Jabal Murays,13.9667,44.6833,1,Yemen Data Project,Local partner-National,Coalition airstrikes hit military site in Qaatabah,0,,1690843542
USA51246,2022-07-16,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Downright Impolite; Women (United States),Protesters,,,,Protesters only,,840,North America,United States,Virginia,Alexandria,,Alexandria,38.8048,-77.0469,1,Twitter,New media,"On 16 July 2022, an unreported number of people demonstrated outside of the home of Supreme Court Justice Samuel Alito in Alexandria (Virginia) in support of abortion rights and in opposition to the Justice. The protest was organized by Our Rights DC and Downright Impolite.",0,crowd size=no report,1710874095
BGD9328,2010-11-09,2010,1,Political violence,Violence against civilians,Attack,Police Forces of India (2004-2014) Border Security Force,,External/Other forces,Civilians (Bangladesh),Cattle Traders (Bangladesh),Civilians,External/Other forces-Civilians,Civilian targeting,50,South Asia,Bangladesh,Khulna,Satkhira,Satkhira Sadar,Satkhira,22.7082,89.0719,2,United News of Bangladesh,National,"On 9 November 2010, a Bangladeshi cattle-trader was injured in firing by Indian Border Security Force (BSF) at Gazipur frontier in sadar upazila, Satkhira.",0,,1650490660
PHL10766,2020-07-01,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,Political militia,Civilians (Philippines),Former Military Forces of the Philippines (2016-2022),Civilians,Political militia-Civilians,Civilian targeting,608,Southeast Asia,Philippines,Bicol Region,Sorsogon,Donsol,Rawis,12.9029,123.6007,1,Philippine Daily Inquirer,National,"On 1 July 2020, an ex-soldier was shot dead by unidentified assailants in Barangay Rawis, Donsol, Sorsogon. The motive for the attack was unclear.",1,,1657063723
DEU22779,2024-10-06,2024,1,Strategic developments,Strategic developments,Other,Civilians (Germany),,Civilians,,,,Civilians only,,276,Europe,Germany,Schleswig-Holstein,Kiel,,Kiel,54.323,10.1356,1,Norddeutscher Rundfunk,National,"Other: On 6 October 2024, around 200 people gathered for a vigil and pro-Israel rally in Kiel (Schleswig-Holstein) to commemorate the 7 October 2023 and its victims. The event was organized by the DIG and the Coalition Against Antisemitism.",0,,1729023382
KEN4034,2013-09-03,2013,1,Demonstrations,Protests,Peaceful protest,Protesters (Kenya),,Protesters,,,,Protesters only,,404,Eastern Africa,Kenya,Nyeri,Nyeri Central,Rware,Nyeri,-0.4167,36.95,1,Star (Kenya),National,"Waving twigs and placards more than 200 internally displaced persons demonstrated in Nyeri town, demanding to be relocated.",0,,1618560749
BHR7675,2017-11-30,2017,1,Demonstrations,Protests,Peaceful protest,Protesters (Bahrain),Shiite Muslim Group (Bahrain),Protesters,,,,Protesters only,,48,Middle East,Bahrain,Northern,,,Barbar,26.2294,50.4806,1,Al Wafa,Other,"On 30 November 2017, a Shiite crowd took the streets in Barbar to demand that the government lifts the house arrest of Ayatollah Sheikh Isa Qasim and allows him to receive treatment amidst reports of his deteriorating health condition. Sheikh Isa Qasim has been under house arrest for more than 6 months.",0,,1698706754
GEO224,2019-01-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Georgia),,Protesters,,,,Protesters only,,268,Caucasus and Central Asia,Georgia,Autonomous Republic of Abkhazia,Gali,,Gali,42.6266,41.7381,1,Caucasian Knot,International,"On 24 January 2019, a protest was organized in Gali against closure of Ingur checkpoint with Georgia. Around 80 protesters participated.",0,crowd size=around 80,1702344276
CAN6551,2024-05-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Canada),Government of Canada (2015-); PC: Progressive Conservative,Protesters,,,,Protesters only,,124,North America,Canada,New Brunswick,Westmorland,,Moncton,46.0879,-64.7776,1,CTV News,National,"On 25 May 2024, around 30 local residents of Lewisville held a rally for the second day in a row in Moncton (New Brunswick) to protest against the American Iron & Metal (AIM) recycling operation near their homes and to show their concern about environmental and noise pollution.",0,crowd size=around 30,1719352948
PAK30303,2016-01-19,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),APWHEWU: All Pakistan WAPDA Hydro Electric Workers Union; Labor Group (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Pakistan Observer,National,"All Pakistan WAPDA Hydero Electric Workers Union (CBA), Larkana, and Kamber Shahdadkot observed Yom-e-Mutalibaat in Larkana on Tuesday pressing the federal government to meet their demands and review proposed privatization of power producing companies. They gathered at Old Power House and locked their offices in Larkana before rallying.",0,,1667315946
LBN19545,2024-03-19,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,422,Middle East,Lebanon,Al Nabatieh,Marjayoun,,Mays el Jabal,33.1691,35.5234,2,L'Orient Le Jour; Liveuamap; National News Agency Lebanon; Twitter,Local partner-New media,"On 19 March 2024, Israeli warplanes carried out an airstrike on Al Trash neighborhood in the southwestern vicinity of Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. the Israeli military fired artillery shells in the vicinity of the town. There were no casualties.",0,,1727204951
NIG33235,2023-10-09,2023,1,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),,State forces,Unidentified Armed Group (Nigeria),,Political militia,State forces-Political militia,,566,Western Africa,Nigeria,Taraba,Yorro,,Jimlari,9.0606,11.4355,2,Sun (Nigeria),National,"On 9 October 2023, Nigerian troops engaged an unidentified armed group in an armed clash around Jimlari village (Yorro, Taraba). The members of the group fled with many sustaining high degree of gunshot wounds, two abductees were rescued and the troops recovered items including a phone, 36 empty cases among others.",0,,1698075227
ESP12061,2022-12-12,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Spain),CGT: General Confederation of Labor (Spain); Labor Group (Spain),Protesters,,,,Protesters only,,724,Europe,Spain,Cataluna,Girona,,Girona,41.9841,2.8407,1,Diari De Girona,Subnational,"On 12 December 2022, around 30 cleaning workers, summoned by CGT, held a protest in front of the local government in Girona (Cataluna) to demand better wages and a decent agreement.",0,crowd size=around 30,1729023389
IND150099,2024-01-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (India),AIFTU: All India Federation of Trade Unions; AITUC: All India Trade Union Congress; CITU: Centre of Indian Trade Unions; Farmers (India); Labor Group (India),Protesters,,,,Protesters only,,356,South Asia,India,Andhra Pradesh,Vizianagaram,Bobbili,Bobbili,18.5725,83.3564,1,Hans India,Subnational,"On 26 January 2024, members of the AITUC, the Rythu Sangam (farmer group), the AIFTU, the CITU and the Pensioners Association staged a protest at the Bobbili NTR Bomma Center in Bobbili town (Vizianagaram, Andhra Pradesh) accusing the BJP-led Union government of not implementing its promises. The protesters demanded the government to stop the privatization of steel plants, and to also provide a minimum wage and pension to workers.",0,crowd size=no report,1716919053
VEN19199,2023-02-13,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),Protesters,,,,Protesters only,,862,South America,Venezuela,Miranda,Guaicaipuro,,Los Teques,10.3445,-67.0433,1,La Patilla; OVCS: Observatorio Venezolano de Conflictividad Social; Reporte YA,Other-National,"On 13 February 2023, in Los Teques (Miranda), a group of teachers protested to demand better pay and working conditions, and against what they consider to be abuses of their working rights. The protesters marched from the Andres Bello Square to the Public Ministry Office.",0,crowd size=no report,1676922678
BFO6217,2022-01-14,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,Political militia,Civilians (Burkina Faso),Women (Burkina Faso),Civilians,Political militia-Civilians,Civilian targeting,854,Western Africa,Burkina Faso,Est,Gourma,Diabo,Maouda,12.1197,0.0632,2,AIB (Burkina Faso); Facebook; Gulmu Info; Sidwaya; Undisclosed Source,Local partner-Other,"On 14 January 2022, unknown gunmen ran a checkpoint and attacked civilians between Maouda (Diabo, Gourma) and Tilonti (Diapangou, Gourma). The gunmen attacked a communal transport bus and killed two women and one person severely. Cars and motorcycles were also stopped and the occupants robbed of their belongings. The gunmen were looking for members of the defense and security forces, which may indicate that they were militants rather than armed bandits.",2,,1702343245
